1	41.63562541	-91.51196354
2	41.64128623	-91.56508335
3	41.64885944	-91.55320966
4	41.71443676	-91.58289955
5	41.67312935	-91.57551051
6	41.65001141	-91.46857959
7	41.63917026	-91.51290389
8	41.66699952	-91.48110701
9	41.68153099	-91.57331503
10	41.67950253	-91.57390402
11	41.6351163	-91.5146822
12	41.65263384	-91.58594751
13	41.65345535	-91.52692116
14	41.6418623	-91.56777907
15	41.65787087	-91.46407211
16	41.70314675	-91.60940027
17	41.69834515	-91.58892941
18	41.69986134	-91.5699224
19	41.65778645	-91.5139737
20	41.69835544	-91.58876611
21	41.70713817	-91.58440115
22	41.64506561	-91.52355511
23	41.72164463	-91.59286545
24	41.66152363	-91.4708115
25	41.68527303	-91.59229167
26	41.65015023	-91.56598572
27	41.66152363	-91.4708115
28	41.68837592	-91.59926127
29	41.703979	-91.55874666
30	41.67768678	-91.55666458
