1	41.6427535	-91.5055967
2	41.6587212	-91.531678
3	41.6719283	-91.5737321
4	41.6592569	-91.534034
5	41.6608228	-91.5342301
6	41.6530354	-91.5408269
7	41.659911	-91.5314913
8	41.644291	-91.5020411
9	41.6868476	-91.6024522
10	41.6604707	-91.5334036
11	41.6731377	-91.5666506
12	41.6591146	-91.534302
13	41.6592781	-91.5354108
14	41.6605909	-91.533407
15	41.6955128	-91.6046052
16	41.6592781	-91.5354108
17	41.6747857	-91.5665918
18	41.6450648	-91.5280799
19	41.658467	-91.5302202
20	41.6580685	-91.5310248
21	41.6795202	-91.5663738
22	41.6640205	-91.5327366
23	41.6799659	-91.5653589
24	41.6592781	-91.5354108
25	41.6592781	-91.5354108
26	41.7001146	-91.6091219
27	41.6481156	-91.5493838
28	41.659706	-91.5280351
29	41.6719454	-91.5767749
30	41.6436072	-91.5532333
31	41.6517919	-91.5208507
32	41.659198	-91.534111
33	41.6633607	-91.5327081
34	41.6461903	-91.5407246
35	41.6710556	-91.5744266
36	41.6678458	-91.5686938
37	41.6687562	-91.5690594
38	41.6592781	-91.5354108
39	41.703491	-91.5866842
40	41.6559141	-91.5305193
41	41.6603223	-91.5339113
42	41.659626	-91.533393
43	41.6586897	-91.5322372
44	41.658659	-91.53389
45	41.6592803	-91.5334445
46	41.6525452	-91.5304438
47	41.6586032	-91.5316425
48	41.6696817	-91.5661901
49	41.6603241	-91.5335913
50	41.651269	-91.502401
51	41.6633621	-91.5313677
52	41.6592781	-91.5354108
53	41.660737	-91.5319282
54	41.6722329	-91.5775376
55	41.6478938	-91.5412418
56	41.6635888	-91.5323816
57	41.658659	-91.53389
58	41.6743259	-91.5783205
59	41.6599229	-91.5335237
60	41.6582869	-91.5305922
61	41.6608641	-91.5334314
62	41.6779761	-91.5665959
63	41.6954182	-91.6094838
64	41.6434367	-91.5089447
65	41.6370053	-91.5650275
66	41.6501108	-91.5395121
67	41.6569637	-91.5303716
68	41.6911856	-91.5971271
69	41.6608136	-91.5334314
70	41.6708806	-91.5735589
71	41.6704585	-91.5690924
72	41.6603241	-91.5335913
73	41.6546877	-91.5305628
74	41.6603335	-91.5336701
75	41.6639001	-91.5313561
76	41.6683197	-91.5629262
77	41.6603241	-91.5335913
78	41.6614862	-91.5261055
79	41.6908901	-91.6018581
80	41.644493	-91.5530239
81	41.6701732	-91.5648863
82	41.6695476	-91.5647266
83	41.6824363	-91.5923524
84	41.6635888	-91.5323816
85	41.6417348	-91.5101134
86	41.6633607	-91.5327081
87	41.6955128	-91.6046052
88	41.6598773	-91.5325496
89	41.6637518	-91.5303738
90	41.6592803	-91.5334445
91	41.6560383	-91.530388
92	41.6510994	-91.5023845
93	41.6677839	-91.5615816
94	41.6677839	-91.5615816
95	41.6792609	-91.58958
96	41.6918793	-91.4971544
97	41.650104	-91.540581
98	41.6430563	-91.5031189
99	41.6592781	-91.5354108
100	41.660386	-91.5338242
101	41.6592781	-91.5354108
102	41.6581743	-91.5307627
103	41.6577733	-91.5228742
104	41.6693676	-91.5681374
105	41.6608963	-91.5322989
106	41.6603567	-91.5305525
107	41.6599185	-91.5335568
108	41.702002	-91.562031
109	41.6631923	-91.5313703
110	41.66104	-91.534019
